page,capture_date,location,price,size,built,floor,url,text

nepremicnine,2020-09-06T14:23:26.077537,"LJ. VIČ, GERBIČEVA 46",210.0,13.0,2007,1,https://www.nepremicnine.net/oglasi-oddaja/lj-vic-gerbiceva-46-stanovanje_6358937/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. vič, gerbičeva 46strong , 13 m2, soba, zgrajena l. 2007, 13 nad., dvoposteljna soba, cena na osebo, stroški vključeni, oddamo. cena: cca 210,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- fakulteta za elektrotehniko br -- fakulteta za matematiko in fiziko br -- veterinarska fakulteta br br div 
        energ. razred:
        div class= icon16 ei ei-9999 div  ei ni potrebna (334.člen ez-1)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6358937 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p oddajamo 2-posteljne sobe, ki so različnih velikosti, primerne za študente. cena se giblje od 200 do 240 euro po osebi. v ceno so vključeni mesečni stroški. 2 sobi delita kuhinjo in kopalnico. vse sobe so klimatizirane in imajo talno gretje ter internet.p p pred hišo je brezplačno privatno parkirišče. mimo hiše pelje avtobus številka 1.p p na voljo je uporaba pralnega stroja.p p čez cesto mercator, v neposredni bližini hofer.p p sobo se lahko najame tudi za teden ali mesec (cena po dogovoru).p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:051324-434 onclick= trackoutboundlink('0.zasebna ponudba 051324-434', 'oglas-click-tel'); 051324-434a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. VIČ, CESTA DVEH CESARJEV",170.0,20.0,1980,P,https://www.nepremicnine.net/oglasi-oddaja/lj-vic-cesta-dveh-cesarjev-stanovanje_6358330/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. vič, cesta dveh cesarjevstrong , 20 m2, soba, zgrajena l. 1980, pritličje, oddamo. cena: 170,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-9998 div  ei v izdelavi
        !---- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p ljubljana - vič, oddamo sobo za dva s souporabo kuhinje in sanitarij, cena najema za eno osebo je 170 eur mesečno s stroški , prevzem možen takoj, oddamo.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    3cvet, nepremičninsko posredovanje, d.o.o. br koprska ulica 94abr 1000 ljubljanabr tel.: a href= tel:051388-488 onclick= trackoutboundlink('3cvet, nepremičninsko posredovanje, d.o.o. 051388-488', 'oglas-click-tel'); 051388-488a , a href= tel:031253-651 onclick= trackoutboundlink('3cvet, nepremičninsko posredovanje, d.o.o. 031253-651', 'oglas-click-tel'); 031253-651a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. VIČ, BLIŽINA FAKULTET",240.0,11.0,2015,P,https://www.nepremicnine.net/oglasi-oddaja/lj-vic-blizina-fakultet-stanovanje_6360820/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. vič, bližina fakultetstrong , 11 m2, soba, adaptirana l. 2015, 15 m2 zemljišča, p1 nad., opremljeno sobico 11 m2, s souporabo kopalnice, talno ogrevanje, kuhinja za tople napitke, parkirno mesto, s stroški oddam za redno plačevanje, oddamo. cena: 240,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- biotehniška fakulteta br br div 
        energ. razred:
        div class= icon16 ei ei-9998 div  ei v izdelavi
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6360820 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p oddam tudi drugo sobo 16 m2, s kopalnico, internet, na dobri mirni lokaciji v zasebni hiši.p p cena mesečnega najema s stroški je 260 €p p obe sobi oddajam za študentki(tu) nekadilki, možno tudi uslužbenki(cu) za študijsko (1) leto.p p zelo dobre povezave. nahaja se tako v bližini tehnološkega parka, kemijske fakultete, kot študenskega naselja .do centra lj. 2.5 km, do fakultet v mestu 3km. vozi pr. št. 14 ali pr. št. 6, vsa potrebna infrastruktura v neposredni bližini.p p provizijeni , 1-mesečna varščina,samo urejenim in mirnim osebam oddam!p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    abaka d.o.o. br jamnikarjeva ulica 1br 1000 ljubljanabr tel.: a href= tel:070600-500 onclick= trackoutboundlink('abaka d.o.o. 070600-500', 'oglas-click-tel'); 070600-500a g. jožep div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. ŠIŠKA, OB VODNIKOVI CESTI",400.0,42.6,1953,PK,https://www.nepremicnine.net/oglasi-oddaja/lj-siska-ob-vodnikovi-cesti-stanovanje_6355628/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. šiška, ob vodnikovi cestistrong , 42,6 m2, 1,5-sobno, zgrajeno l. 1953, adaptirano l. 2018, polklet, stanovanje se nahaja v stanovanjski hiši, v nizkem pritličju. ima bivalno kuhinjo z mini dnevnim prostorom, ločeno veliko sobo, ki je sočasno spalnica in večja dnevna soba, z delovnim kotičkom. stanovanje ima tudi novejšo kopalnico ter dodatno uporabo pralnice in sušilnice, oddamo. cena: 400,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-7 ediv  (105 - 150 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6355628 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    br div class= lbl style= width:auto; šifra oglasa:div div class= dsc strong so180strong div br div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p stanovanje se nahaja v stanovanjski hiši, v nizkem pritličju. ima bivalno kuhinjo z mini dnevnim prostorom, ločeno veliko sobo, ki je sočasno spalnica in večja dnevna soba, z delovnim kotičkom. stanovanje ima tudi novejšo kopalnico ter dodatno uporabo pralnice in sušilnice. možna je tudi souporaba vrta.p p stanovanje je lepo vzdrževano. je tudi v celoti opremljeno. stanovanje se oddaja samski osebi ali paru. cena velja v primeru najema ene osebe. če stanovanje najema par je cena najema 450 eur. stroški so fiksni in zajemajo vse, vključno z internetom - optiko in znašajo 160 eur180 eur.  stanovanje bo na voljo za vselitev konec avgusta. p p stanovanje se nahaja v bližini vodnikove ceste , stadiona koseške tržnice in vse druge infrastrukture. parkiranje je možno na okoliških javnih parkirnih površinah.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    lares nepremičninska družba d.o.o. br štihova ulica 1br 1000 ljubljanabr tel.: a href= tel:041361-314 onclick= trackoutboundlink('lares nepremičninska družba d.o.o. 041361-314', 'oglas-click-tel'); 041361-314a romana, a href= tel:01231-12-10 onclick= trackoutboundlink('lares nepremičninska družba d.o.o. 01231-12-10', 'oglas-click-tel'); 01231-12-10a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. ŠIŠKA, MED ALEJO IN HIPERMARKETOM",370.0,22.0,2019,7,https://www.nepremicnine.net/oglasi-oddaja/lj-siska-med-alejo-in-hipermarketom-stanovanje_6359836/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. šiška, med alejo in hipermarketomstrong , 22 m2, garsonjera, adaptirana l. 2019, 712 nad., oddamo. cena: 370,00 eurmesdiv 
	    
        
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6359836 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p v šiški med alejo in hipermarketom mercator, oddam 22 m2 veliko garsonjero. kompletno renovirano leta 2019 in moderno opremljeno. garsonjera je zelo svetla, ker ima veliko okno in pogled na ljubljanski grad.  najemnina znaša 370 eur + stroški,ki so zelo nizki, cca 80 eur mesečno. potrebno plačilo enomesečne najemnine in varščine.p p info: 041 765 008p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041765-008 onclick= trackoutboundlink('0.zasebna ponudba 041765-008', 'oglas-click-tel'); 041765-008a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. ŠIŠKA, LIPA",300.0,20.0,1984,4,https://www.nepremicnine.net/oglasi-oddaja/lj-siska-lipa-stanovanje_6355043/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. šiška, lipastrong , 20 m2, garsonjera, zgrajena l. 1984, 412 nad., šiška, lipa, oddamo. cena: cca 300,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-5 cdiv  (35 - 60 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6355043 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p v šiški (lipa) oddamo opremljeno garsonjero v velikosti 20m2. cena 300eur + stroški + varščina.p p vseljivo s 1.9.2020p p vse info na tel 040 646 238p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:040646-238 onclick= trackoutboundlink('0.zasebna ponudba 040646-238', 'oglas-click-tel'); 040646-238a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. ŠIŠKA, BLIŽINA TIVOLIJA",250.0,10.0,1976,5,https://www.nepremicnine.net/oglasi-oddaja/lj-siska-blizina-tivolija-stanovanje_6355764/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. šiška, bližina tivolijastrong , 10 m2, soba, zgrajena l. 1976, 512 nad., oddamo enoosteljno sobo urejeni osebi, lahko tudi študentu ali študentki. cena je 180,00 eur in 70,00 eur stroški, oddamo. cena: 250,00 eurmesdiv 
	    
        
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6355764 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p mlajši zaposleni in urejeni osebi, študentu ali študentki oddamo enoposteljno sobo s souporabo kuhinje in kopalnice, ki se nahaja v dvosobnem stanovanju, v neposredni bližini centra (bližina tivolija).p p cena mesečnega najema je 180€ in 70€ stroški. informacije na 030 739 503.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:030739-503 onclick= trackoutboundlink('0.zasebna ponudba 030739-503', 'oglas-click-tel'); 030739-503a p div"

nepremicnine,2020-09-06T14:23:26.077537,LJ. ŠIŠKA,250.0,67.0,1950,VP,https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6360581/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. šiškastrong , 67 m2, 2,5-sobno, zgrajeno l. 1950, adaptirano l. 2012, vp4 nad., kopalnica, dva wc-ja, zaprt balkon z okni, tri sobe, kuhinja, predsoba, klet, centralno, klima, wi-fi, oddamo. cena: do cca 250,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6360581 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p oddam 2,5 sobno stanovanje petim študentom. adaptirano leta 2012 ( vodovodna in električna napeljava, tla, protivlomna okna, zvočno izolirano). ima centralno ogrevanje s svojim števcem, wi-fi in klimo. p p stanovanje je na novo opremljeno in ima tri sobe z ležišči: ena manjša enoposteljna soba, večja z dvema enoposteljnima ležiščema in soba z ležiščem za dve osebi. stanovanju pripada kletni prostor.p p nahaja se v bližini lpp postaje, zdravstvenega doma, pošte, banke, kina šiška ( vse oddaljeno približno 10min peš). do trgovine 2min in do parka tivoli in rožnika 20 min peš.p p cena od 250€ na osebomesec +stroški.p p kontakt: 051 327 042p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:051327-042 onclick= trackoutboundlink('0.zasebna ponudba 051327-042', 'oglas-click-tel'); 051327-042a p div"

nepremicnine,2020-09-06T14:23:26.077537,LJ. ŠIŠKA,450.0,33.14,1984,8,https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6360010/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. šiškastrong , 33,14 m2, garsonjera, zgrajena l. 1984, adaptirana l. 2019, 812 nad., stanovanje je popolnoma opremljeno, centralno ogrevano, pred hišo je avtobusna postaja, bližina pošte in trgovin, oddamo. cena: cca 450,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- fakulteta za arhitekturo br -- fakulteta za kemijo in kemijsko tehnologijo br -- filozofska fakulteta br br div 
        energ. razred:
        div class= icon16 ei ei-4 b2div  (25 - 35 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6360010 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:040360-365 onclick= trackoutboundlink('0.zasebna ponudba 040360-365', 'oglas-click-tel'); 040360-365a p div"

nepremicnine,2020-09-06T14:23:26.077537,LJ. ŠIŠKA,400.0,27.6,1961,4,https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6352943/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. šiškastrong , 27,6 m2, garsonjera, zgrajena l. 1961, 4. nad., oddamo. cena: 400,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-6 ddiv  (60 - 105 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6352943 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    br div class= lbl style= width:auto; šifra oglasa:div div class= dsc strong os21012jcstrong div br div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription oddamo opremljeno in izredno svetlo garsonjero v urejenem bloku na mirni lokaciji v šiški, na obirski ulici. garsonjera se nahaja v 4. nadstropju bloka brez dvigala. pohištvo, ki je v stanovanju je možno v celoti odstraniti in si lahko najemnik po lastnih željah in potrebah opremi stanovanje. stanovanje obsega: velik osredni prostor z velikimi novimi okni, ločena kuhinja ter ločena kopalnica s tušem. vsa potrebna infrastruktura je blizu: lpp, center, obvoznica, trgovine, pekarna, lekarna, itd. na voljo takoj. vabljeni na ogled!pogoj najemodajalca za sklenitev posla: najemnik prevzame v plačilo del stroška sestave najemne pogodbe, kar vključuje naslednja dejanja posrednika: izvedbo primopredaje nepremičnine in sestavo zapisnika, sodelovanje pri prepisu naročnin, pripravo in hrambo slikovnega gradiva, skladno s cenikom, navedenim v splošnih pogojih poslovanja nepremičninske družbe, t.j. najemnik pri oglaševani najemnini plača 442 eur plus 22 % ddv.div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    stoja trade, d.o.o., ljubljana br dolenjska cesta 242cbr 1000 ljubljanabr tel.: a href= tel:030642-624 onclick= trackoutboundlink('stoja trade, d.o.o., ljubljana 030642-624', 'oglas-click-tel'); 030642-624a jana caserman - dončić, a href= tel:01280-08-65 onclick= trackoutboundlink('stoja trade, d.o.o., ljubljana 01280-08-65', 'oglas-click-tel'); 01280-08-65a p div"

nepremicnine,2020-09-06T14:23:26.077537,LJ. ŠIŠKA,450.0,24.0,1970,3,https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6360867/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. šiškastrong , 24 m2, garsonjera, zgrajena l. 1970, adaptirana l. 2020, 33 nad., oddamo. cena: 450,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-5 cdiv  (35 - 60 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6360867 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p obnovljeno in novo opremljeno garsonjero z ločeno kuhinjo na rašiški ulici v šiški oddamo za daljše obdobje mlajši zaposleni ženski, paru ali resni študentki, samo nekadilci. stanovanje je svetlo, je v mirnem in zelenem predelu s pogledom na park, pripada mu klet, v bloku je skupna kolesarnica. bližina rekreacijskih površin, koseške tržnice in aleje, odlične lpp povezave, hiter dostop do centra. nizki vzdrževalni stroški, priključek na toplovod in plinovod. prijavo pošljite na elektronski naslov: rasiska.stanovanje@gmail.com.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:040161-561 onclick= trackoutboundlink('0.zasebna ponudba 040161-561', 'oglas-click-tel'); 040161-561a prijave po elektronski poštip div"

nepremicnine,2020-09-06T14:23:26.077537,LJ. ŠIŠKA,185.0,18.0,1952,VP,https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6243829/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. šiškastrong , 18 m2, soba, zgrajena l. 1952, adaptirana l. 2018, vp4 nad., študentkama oddamo postelji v deljeni sobi s pripadajočim delovnim in bivalnim prostorom v stanovanju z optičnim internetom, bližino lpp in trgovine, oddamo. cena: 185,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- ekonomska fakulteta br -- fakulteta za družbene vede br -- fakulteta za elektrotehniko br br div 
        energ. razred:
        div class= icon16 ei ei-7 ediv  (105 - 150 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6243829 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p strong s 1.1.2020 in 15.2.2020 študentkama oddamo postelji s pripadajočima delovnima in bivalnim prostoromstrong v deljeni sobi v 2,5 sobnem stanovanju neto površine 70m2. v stanovanju sta dvoposteljna (12m2) in triposteljna (18m2) soba, dnevna soba, kuhinja, kopalnica, wc in shramba. strong cena najema je 185€ osebo na mesec + stroški.strong p p stanovanje je prenovljeno in v celoti opremljeno za študijsko dejavnost (optika, wi-fi, nove mize, omare in postelje). nahaja se v urejenem bloku na mirni lokaciji oddaljeni 500m od kina šiške, 8 minut z osebnim vozilom do fakultet oz. 20 minut z lpp postajališča kino šiška (linije: 1,3,5,8,22,25).p p opremljenost: brezplačno parkiranje, centralno ogrevanje,  kad, ločen wc, kabelska televizija, rjuhe in posteljnina, opremljena kuhinja s posodo, štedilnik, pečica, kavomat, hladilnik, vzmetnice, obešalniki, pralni stroj, obešalnik za sušenje perila, likalna deska, likalnik, pisalne mize, čiščenje prostorov.p p strong primerno za dve študentki s pričetkom nastanitev dne 1.1.2020 in pričetkom 15.2.2020..strong p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041353-577 onclick= trackoutboundlink('0.zasebna ponudba 041353-577', 'oglas-click-tel'); 041353-577a p div"

nepremicnine,2020-09-06T14:23:26.077537,LJ. ŠIŠKA,130.0,8.0,1986,P,https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6359997/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. šiškastrong , 8 m2, soba, zgrajena l. 1986, adaptirana l. 2015, p8 nad., oddaja se 2 posteljna soba v šiški, oddamo. cena: 130,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-9999 div  ei ni potrebna (334.člen ez-1)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6359997 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p z oktobrom se iščeta cimrai za 2 posteljno sobo (24+, absolventi, mlajši zaposleni). 3-sobno stanovanje, 64 kvadratov, kopalnica, kuhinja polno opremljeni. stanovanje se deli še z eno osebo. stroški med 50 - 80€osebo. možnost parkinga pred blokom. v neposredni bližini stanovanja trgovine, kavarnice, bar, restavracija, lekarna, knjižnica, mostec, lpp povezave (1, 3, 5, 8, 25, + vse lpp nočne linije). ogledi v septembru po dogovoru.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041405-777 onclick= trackoutboundlink('0.zasebna ponudba 041405-777', 'oglas-click-tel'); 041405-777a kliči po 18hp div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. MOSTE, S SVOJO KOPALNICO",190.0,22.0,1980,P,https://www.nepremicnine.net/oglasi-oddaja/lj-moste-s-svojo-kopalnico-stanovanje_6360643/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. moste, s svojo kopalnicostrong , 22 m2, soba, zgrajena l. 1980, adaptirana l. 2014, p4 nad., soba s svojo kopalnico, kuhinjo, garderobo, spalnico. oddamo, cena: 190,00 eurmesosebo, oddamo. cena: 190,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-9998 div  ei v izdelavi
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6360643 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p soba se nahaja na  mirni lokaciji z velikimi panoramskimi okni, parkirišči, avtobusno postajo, trgovino, stroški so fiksni in v ceni. oddamo delavcema ali paru. cena za eno osebo je 350,00€p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:031246-259 onclick= trackoutboundlink('0.zasebna ponudba 031246-259', 'oglas-click-tel'); 031246-259a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. MOSTE, PRI UKC",200.0,13.0,1964,P,https://www.nepremicnine.net/oglasi-oddaja/lj-moste-pri-ukc-stanovanje_6336381/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. moste, pri ukcstrong , 13 m2, soba, zgrajena l. 1964, adaptirana l. 2018, p6 nad., oddamo. cena: 200,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-5 cdiv  (35 - 60 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6336381 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    br div class= lbl style= width:auto; šifra oglasa:div div class= dsc strong s91strong div br div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p strong ljubljana, pri ukc, dvoposteljna sobastrong p p strong oddamo dvoposteljno sobo.strong p p v trisobnem stanovanju oddamo dvoposteljno sobo-samo študentkam.p p v stanovanju ima vsaka oseba svojo omaro, posteljo ter mizo.p p najemnina 200 €osebo-posteljo.p p stanovanje je bilo komplet adaptirano 2018, vsa oprema je nova. skupna kuhinja ter kopalnica.p p možna uporaba kolesarnice ter parkiranje pred stavbo ali z dovolilnico.p p strong stroški strong strong so strong strong vključeni v najemninostrong .p p takoj vseljivo.p p koda: s91p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    rojal invest d.o.o. br cigaletova 05br 1000 ljubljanabr tel.: a href= tel:01300-73-70 onclick= trackoutboundlink('rojal invest d.o.o. 01300-73-70', 'oglas-click-tel'); 01300-73-70a , a href= tel:051363-630 onclick= trackoutboundlink('rojal invest d.o.o. 051363-630', 'oglas-click-tel'); 051363-630a , fax.: a href= tel:01300-73-71 01300-73-71a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. MOSTE, POLJE - SNEBERJE - ZADOBROVA",145.0,19.0,1976,P,https://www.nepremicnine.net/oglasi-oddaja/lj-moste-polje-sneberje-zadobrova-stanovanje_6360525/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. moste, polje - sneberje - zadobrovastrong , 19 m2, soba, zgrajena l. 1976, adaptirana l. 2015, 10 m2 zemljišča, p2 nad., vseljivo takoj, dve posteljno sobo oddam dvema zaposlenima moškima, 10 min do btc-ja, 500 m od lj. obvoznice, lpp 12 in 25, nekadilca in nealkoholika, oddamo. cena: cca 145,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-9999 div  ei ni potrebna (334.člen ez-1)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6360525 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p vseljivo takoj !br dvema zaposlenima in urejenima moškima oddam dvoposteljno sobo, zaželjena sta nekadilca in obvezno nealkoholika.br dvojici zaposlenih muškaraca oddam sobu sa dva kreveta.br najemnina po osebi (najamnina po osobi) = 145 eur + 45 eur mesečni stroški = 190 eurmesečno po osebi.br ob podpisu najemne pogodbe se plača tudi varščina v znesku 190 eur.br stroški: elektrika, voda, tv, internet wi-fi, topla voda, komunala, ogrevanje, čiščenje skupnih prostorov, parkirišče pred vhodom...br dve posteljna soba, ki se oddaja se nahaja v trisobnem stanovanju površine 93 m2.br tako soba, kot vsi ostali prostori v stanovanju so popolnoma opremljeni, tudi en komplet posteljine in posoda za pripravo hrane. vsaka soba ima svoj tv.br souporaba kuhinje, wc, hodnik, kopalnica, predprostor.p p stanovanje ima svoj vhod, nova okna z ruletami in nova vrata.p p lokacija: moste-polje-sneberje-zadobrova, blizu gasilskega domabr neposredna bližina btc-ja, cca 10 minut, 500 m od ljubljanske obvoznice, lpp 12 in 25.br zagotovljeno parkirišče pred vhodom v stanovanje.br soba se oddaja za 11 mesecev z možnostjo podaljšanja.br prijave za ogled na tel.št.: 031803-510p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:031803-510 onclick= trackoutboundlink('0.zasebna ponudba 031803-510', 'oglas-click-tel'); 031803-510a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. CENTER, PRI HOTELU LEV",350.0,25.0,2010,6,https://www.nepremicnine.net/oglasi-oddaja/lj-center-pri-hotelu-lev-stanovanje_6360855/,"div id= opis 
